id_e,scope,location_mentioned,text,keywords,text_length,relevance,relevance_category,primary_emotion,emotion_intensity,urban_value,l1_confidence,has_location,like_count,comment_count,tags,source,url,crawl_time,publish_time,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence
e0895,规划范围,磨基山公园,夷陵广场的博物馆免费开放了，推荐大家去看看,"夷陵,免费,广场,博物馆,开放",21,relevant,城市,满足,3,high,0.89,True,59,6,文化|城市记忆,xiaohongshu,https://www.xiaohongshu.com/explore/87f97462a845f195221e08c9,2026-06-13T12:00:00.000000,2026-03-22T10:45:21,111.3195,30.6978,530609.7,3.3975135e+06,东山花园,社区,1.0,Very Positive,0.21
e0896,规划范围,猇亭区,住在磨基山公园，斑马线被占了真是受够了,"基山,斑马线,受够了,公园,真是",19,relevant,设施,中性,2,high,0.95,True,7,1,市政设施,su12345,https://su12345.yichang.gov.cn/complaint/S2026955844,2026-06-13T12:00:00.000000,2026-04-01T03:50:05,111.2962,30.7022,528377.25,3.3979995e+06,均瑶广场,核心商圈,0.78,Positive,0.19
e0897,规划范围,运河公园,对比前几年，万达金街水质越来越差了越来越严重了,"金街,越来越,万达,水质,对比",23,relevant,城市,好奇,1,high,0.96,True,62,7,宜昌环境|城市生活,weibo,https://weibo.com/3662512526/b12ca86e,2026-06-13T12:00:00.000000,2026-04-03T17:12:15,111.3485,30.6917,533391.6,3.3968512e+06,宝塔河江段,沿江社区,0.21,Negative,0.23
e0898,规划范围,东山,磨基山公园和点军区的社区医院对比，差距太大了,"磨基山,点军区,社区,公园,差距",22,relevant,民生,喜爱,1,high,0.88,True,523,30,生活便利|民生|宜昌服务,weibo,https://weibo.com/3367437418/47cb0dd1,2026-06-13T12:00:00.000000,2026-06-04T10:29:49,111.3233,30.6946,530975.25,3.3971605e+06,港窑路片区,社区,0.67,Positive,0.22
e0899,规划范围,西陵一路,东山公园要通天然气了，大家这对我们有影响吗,"要通,东山,公园,天然气,大家",21,relevant,城建,怀念,2,high,0.89,True,842,16,宜昌|城建,xiaohongshu,https://www.xiaohongshu.com/explore/406bc9a9e7f6c169b79b82fe,2026-06-13T12:00:00.000000,2026-06-11T14:30:11,111.298,30.7074,528547.9,3.398572e+06,大洋百货,核心商圈,0.31,Negative,0.21
e0900,规划范围,点军区,胜利四路滨江公交车比以前差远了，体验很不好,"差远了,滨江,四路,公交车,体验",21,relevant,社区,中性,3,high,0.9,True,8,4,社区|便民|生活服务,xiaohongshu,https://www.xiaohongshu.com/explore/0df34302fb6dad2d2c6ee04c,2026-06-13T12:00:00.000000,2026-03-25T11:16:48,111.2833,30.7043,527141.94,3.3982202e+06,夷陵广场,核心商圈,0.14,Very Negative,0.21
e0901,规划范围,黄柏河,夷陵大道中医院最近附近工厂排废气，居民意见很大,"夷陵,中医院,废气,大道,工厂",23,relevant,城市,期待,2,medium,0.97,True,7,4,城市生活|宜昌环境|身边事,weibo,https://weibo.com/8791794682/52363d14,2026-06-13T12:00:00.000000,2026-05-11T04:05:48,111.2773,30.7437,526554.75,3.4025965e+06,船闸社区,社区,0.57,Neutral,0.23
e0902,规划范围,点军区,胜利四路供暖的早晚高峰根本挤不上去问题，已经反映多次,"四路,供暖,早晚,高峰,上去",26,relevant,民生,中性,5,low,0.98,True,28,5,民生|生活便利|宜昌服务,weibo,https://weibo.com/7183192379/9e521109,2026-06-13T12:00:00.000000,2026-05-05T22:08:15,111.3164,30.6948,530311.3,3.397186e+06,东山花园,社区,0.14,Very Negative,0.26
e0903,规划范围,云集路,胜利四路的药店涨了服务反而更差,"更差,四路,药店,反而,胜利",15,relevant,社区,中性,5,low,0.74,True,17,0,便民|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/c7669f4996e2e7334aa74c69,2026-06-13T12:00:00.000000,2026-05-17T09:01:19,111.3133,30.7091,530014.0,3.3987608e+06,白龙岗,社区,0.41,Neutral,0.15
e0904,规划范围,体育场路,关于万达金街业主在投诉物业，有知情人士吗,"金街,万达,投诉,业主,知情",20,relevant,规划,满足,2,low,0.93,True,4,3,宜昌|规划|新鲜事,xiaohongshu,https://www.xiaohongshu.com/explore/65c8f4bb41ac5908cb2cb4c6,2026-06-13T12:00:00.000000,2026-06-10T09:31:43,111.3066,30.7031,529368.5,3.3980932e+06,CBD中央商务区,核心商圈,0.15,Very Negative,0.2
e0905,规划范围,胜利四路,长江充电桩终于要升级了，期待,"充电,升级,期待,长江,终于",14,relevant,城市,失望,3,high,0.87,True,3,4,城市生活|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/c1fc88090afee3c63683481a,2026-06-13T12:00:00.000000,2026-03-27T02:29:32,111.293,30.7109,528066.56,3.3989628e+06,宜昌一中,教育,0.97,Very Positive,0.14
e0906,规划范围,沿江大道,云集路商场菜市场要搬迁，有业主群吗求拉,"菜市场,搬迁,云集,商场,业主",19,relevant,城建,失望,1,medium,0.8,True,6,1,城建动态|民生实事,weibo,https://weibo.com/7667633781/0cd60700,2026-06-13T12:00:00.000000,2026-06-07T10:23:24,111.3138,30.7004,530064.06,3.397804e+06,体育场路,社区,0.92,Very Positive,0.19
e0907,规划范围,国贸大厦,对比隔壁夷陵广场，我们城东大道BRT站的健身器材好几天没人修,"健身器材,BRT,没人修,夷陵,城东",30,relevant,设施,满足,1,low,0.76,True,561,44,基础设施,dianping,https://www.dianping.com/review/54840900,2026-06-13T12:00:00.000000,2026-03-18T03:08:17,111.2918,30.7167,527952.56,3.3996028e+06,北门外,社区,0.41,Neutral,0.3
e0908,规划范围,夷陵广场,西陵一路的幼儿园如果能改善一下就好了,"西陵,幼儿园,一路,改善,一下",18,relevant,社区,喜爱,3,high,0.96,True,7,0,社区|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/2a70ed509c38d76d1cce9bff,2026-06-13T12:00:00.000000,2026-05-01T02:19:24,111.2977,30.7039,528515.3,3.3981798e+06,云集路-沿江大道口,沿江商圈,0.95,Very Positive,0.18
e0909,规划范围,白龙岗小区,住在CBD，垃圾桶存在安全隐患真是受够了,"CBD,受够了,垃圾桶,安全隐患,真是",20,relevant,社区,怀念,3,medium,0.76,True,26,3,社区|宜昌|民生,xiaohongshu,https://www.xiaohongshu.com/explore/ebecbc6c0ff0f887e3919c80,2026-06-13T12:00:00.000000,2026-04-22T03:38:59,111.4122,30.6451,539514.7,3.3917002e+06,花艳社区,社区,0.35,Negative,0.2
e0910,规划范围,东山大道,今天看到万达金街要建新的地铁站的通告,"金街,万达,地铁站,建新,通告",18,relevant,民生,期待,3,high,0.82,True,290,19,民生实事,weibo,https://weibo.com/8349973909/bbf487b7,2026-06-13T12:00:00.000000,2026-03-19T06:32:40,111.3009,30.7008,528824.56,3.3978402e+06,云集路-沿江大道口,沿江商圈,0.92,Very Positive,0.18
e0911,规划范围,胜利四路,宜昌街头艺术越来越多了，锦绣社区是个好去处,"好去处,锦绣,宜昌,街头,社区",21,relevant,城市,喜爱,2,medium,0.87,True,2,1,城市记忆|打卡宜昌|宜昌文化,weibo,https://weibo.com/5070847092/f36721b9,2026-06-13T12:00:00.000000,2026-04-20T05:26:44,111.2999,30.7,528731.44,3.397753e+06,CBD中央商务区,核心商圈,0.98,Very Positive,0.21
e0912,规划范围,万达广场,东山大道的楼道灯终于设计不合理了,"楼道,东山,不合理,大道,设计",16,relevant,设施,中性,5,low,0.8,True,82,7,公共设施,dianping,https://www.dianping.com/review/70065156,2026-06-13T12:00:00.000000,2026-05-02T22:14:29,111.3154,30.7025,530216.0,3.3980338e+06,运河公园,公园,0.06,Very Negative,0.16
e0913,规划范围,三峡大学,每次路过东山公园山顶都闻到路边烧烤油烟扰民,"油烟,扰民,烧烤,东山,闻到",21,relevant,城市,好奇,2,low,0.94,True,7,2,城市,xiaohongshu,https://www.xiaohongshu.com/explore/bedb623e83f3af443589c20a,2026-06-13T12:00:00.000000,2026-04-01T20:19:18,111.2794,30.697,526766.5,3.397415e+06,滨江公园-镇江阁,沿江休闲,0.2,Very Negative,0.21
e0914,规划范围,儿童公园,宜昌街头艺术越来越多了，夷陵区是个好去处,"夷陵区,好去处,宜昌,街头,艺术",20,relevant,城市,满足,1,low,0.74,True,30,1,城市记忆|宜昌文化,weibo,https://weibo.com/7164446117/0bfa8a58,2026-06-13T12:00:00.000000,2026-05-26T06:36:57,111.2815,30.749,526954.2,3.4031838e+06,船闸社区,社区,0.92,Very Positive,0.2
e0915,规划范围,体育场路,原来点军区传统手艺人在做展示，今天才发现,"点军区,手艺人,展示,传统,原来",20,relevant,城市,期待,5,high,0.85,True,22,3,宜昌|打卡|文化|城市记忆,xiaohongshu,https://www.xiaohongshu.com/explore/72518ce649911377ddf46639,2026-06-13T12:00:00.000000,2026-06-06T00:47:47,111.2963,30.7084,528383.1,3.3986868e+06,时代广场,核心商圈,0.96,Very Positive,0.2
e0916,规划范围,港窑路,发展大道的路边烧烤油烟扰民影响了周边居民生活,"油烟,扰民,烧烤,路边,大道",22,relevant,环境,失望,2,high,0.75,True,115,3,环境,dianping,https://www.dianping.com/review/90694021,2026-06-13T12:00:00.000000,2026-06-12T05:53:43,111.3583,30.6704,534336.25,3.3944858e+06,五一广场,核心商圈,0.31,Negative,0.22
e0917,规划范围,万达广场,万达金街下水道反味，大家有没有同感,"金街,反味,万达,同感,下水道",17,relevant,城市,期待,3,high,0.96,True,10,4,城市生活|宜昌环境|身边事,weibo,https://weibo.com/9828471150/af3e29c9,2026-06-13T12:00:00.000000,2026-05-14T17:26:07,111.2973,30.7025,528482.5,3.3980252e+06,国贸大厦,核心商圈,0.54,Neutral,0.17
e0918,规划范围,西陵区,运河公园步道供电涨了服务反而更差，体验很不好,"更差,供电,运河,体验,公园",22,relevant,社区,失望,3,medium,0.71,True,4,3,社区|生活服务|便民|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/e40625da418919b5e64f1934,2026-06-13T12:00:00.000000,2026-05-20T02:22:28,111.3008,30.7023,528816.1,3.3980125e+06,CBD江边段,沿江商圈,0.77,Positive,0.22
e0919,规划范围,东山大道,每天路过云集路商场，电梯不够用太危险了,"电梯,云集,商场,路过,不够",19,relevant,设施,期待,2,high,0.79,True,1,0,基础设施,meituan,https://www.meituan.com/meishi/900679243/,2026-06-13T12:00:00.000000,2026-05-14T04:51:53,111.2883,30.7055,527620.6,3.3983618e+06,步行街,核心商圈,0.57,Neutral,0.19
e0920,规划范围,点军区,磨基山公园那边水质越来越差了,"磨基山,水质,公园,那边,越来越",14,relevant,城市,失望,1,medium,0.84,True,138,9,城市生活|宜昌环境|身边事,weibo,https://weibo.com/1375497721/724117db,2026-06-13T12:00:00.000000,2026-04-03T12:16:17,111.3551,30.6524,534040.4,3.3924925e+06,合益路,社区,0.06,Very Negative,0.14
e0921,规划范围,夷陵广场,均瑶广场那边灰尘特别大，窗户都不敢开,"均瑶,灰尘,窗户,广场,那边",18,relevant,城市,期待,4,medium,0.84,True,22,1,宜昌环境|身边事|城市生活,weibo,https://weibo.com/7000778052/a2e04815,2026-06-13T12:00:00.000000,2026-04-30T02:40:54,111.2902,30.7055,527800.06,3.3983602e+06,步行街,核心商圈,0.26,Negative,0.18
e0922,规划范围,滨江公园,住在三峡大学沁苑，充电桩不够用真是受够了,"沁苑,受够了,充电,三峡,不够",20,relevant,设施,中性,4,low,0.98,True,619,42,公共设施|道路设施,su12345,https://su12345.yichang.gov.cn/complaint/S2026839211,2026-06-13T12:00:00.000000,2026-05-13T09:21:39,111.296,30.7007,528352.4,3.397831e+06,国贸大厦,核心商圈,0.65,Positive,0.2
e0923,规划范围,东山大道,吐槽珍珠路的斑马线，需要增加,"吐槽,斑马线,珍珠,增加,需要",14,relevant,民生,期待,1,low,0.92,True,216,8,宜昌|民生,xiaohongshu,https://www.xiaohongshu.com/explore/01a544b8ebab72687690a34b,2026-06-13T12:00:00.000000,2026-03-16T02:30:57,111.3409,30.7385,532646.2,3.402036e+06,开发区北,边缘,0.44,Neutral,0.14
e0924,规划范围,滨江公园,东山大道长途站的银行比以前好多了,"东山,长途,大道,好多,以前",16,relevant,社区,期待,5,high,0.99,True,2,4,宜昌|社区|生活服务,xiaohongshu,https://www.xiaohongshu.com/explore/6912e7754f3d0d94dd5a256b,2026-06-13T12:00:00.000000,2026-04-12T05:07:12,111.3665,30.6535,535132.9,3.3926202e+06,合益路,社区,0.25,Negative,0.16
e0925,规划范围,儿童公园,西陵一路的老建筑翻新后挺有味道,"西陵,翻新,味道,一路,建筑",15,relevant,城市,期待,3,high,0.8,True,27,3,宜昌文化|城市记忆,weibo,https://weibo.com/8105279922/7f0c7b9e,2026-06-13T12:00:00.000000,2026-05-21T03:59:11,111.3145,30.7028,530128.7,3.398068e+06,夷陵大道-西陵段,次级商圈,0.89,Very Positive,0.15
e0926,规划范围,东山公园,儿童公园的图书馆环境很好，周末带娃去了,"儿童公园,带娃,周末,图书馆,环境",19,relevant,城市,满足,2,medium,0.8,True,3,3,宜昌文化|城市记忆|打卡宜昌,weibo,https://weibo.com/6863642643/3610053f,2026-06-13T12:00:00.000000,2026-06-07T04:37:35,111.2969,30.701,528438.56,3.397862e+06,滨江公园-屈原广场,沿江休闲,1.0,Very Positive,0.19
e0927,规划范围,磨基山公园,白龙岗小区那边绿化带被破坏了,"绿化带,龙岗,小区,那边,破坏",14,relevant,环境,喜爱,1,high,0.85,True,2,4,周边环境,meituan,https://www.meituan.com/meishi/333440906/,2026-06-13T12:00:00.000000,2026-04-21T19:08:47,111.315,30.7078,530175.5,3.3986188e+06,万达江边段,沿江商圈,0.33,Negative,0.14
e0928,规划范围,葛洲坝,长江河水发臭了，希望有关部门管管,"发臭,管管,河水,长江,希望",16,relevant,环境,愤怒,2,medium,0.75,True,21,4,周边|环境,dianping,https://www.dianping.com/review/90028624,2026-06-13T12:00:00.000000,2026-03-18T11:25:13,111.3242,30.6947,531059.56,3.3971738e+06,沿江大道东段社区,社区,0.56,Neutral,0.16
e0929,规划范围,儿童公园,运河公园步道那边道路要拓宽,"拓宽,运河,公园,那边,道路",13,relevant,规划,中性,2,high,0.81,True,13,2,规划|新鲜事,xiaohongshu,https://www.xiaohongshu.com/explore/a0d876ac8bd2aa9e2b22e541,2026-06-13T12:00:00.000000,2026-03-24T14:54:09,111.3161,30.6983,530286.7,3.3975708e+06,体育场路,社区,1.0,Very Positive,0.13
e0930,规划范围,水悦城,听说猇亭区要进行老旧管网改造，真的假的,"真的假,老旧,管网,改造,听说",19,relevant,本地新闻,失望,2,low,0.83,True,2,3,本地新闻,meituan,https://www.meituan.com/meishi/631708462/,2026-06-13T12:00:00.000000,2026-06-11T15:57:38,111.3239,30.7204,531027.7,3.4000205e+06,三峡大学,教育,0.15,Very Negative,0.19
e0931,规划范围,万达广场,发展大道高速口防盗门早该换了，打12345有用吗,"有用吗,12345,防盗门,早该,大道",24,relevant,城市,中性,3,low,0.77,True,25,5,城市设施,weibo,https://weibo.com/2949762359/bf1c7c30,2026-06-13T12:00:00.000000,2026-05-09T02:08:55,111.3051,30.7355,529215.8,3.4016942e+06,三峡大学,教育,0.86,Very Positive,0.24
e0932,规划范围,锦绣社区,磨基山公园空气有异味，大家有没有同感,"磨基山,同感,异味,公园,有没有",18,relevant,环境,好奇,4,low,0.93,True,11,3,环境,xiaohongshu,https://www.xiaohongshu.com/explore/67b49ddbb6b68d844bad8d17,2026-06-13T12:00:00.000000,2026-04-28T13:55:22,111.3119,30.7023,529877.3,3.3980158e+06,夷陵大道-西陵段,次级商圈,0.12,Very Negative,0.18
e0933,规划范围,沿江大道,碧桂园公园壹号的消防设施设计不合理，物业一直不解决,"壹号,消防设施,碧桂园,不合理,公园",25,relevant,城市,怀念,2,low,0.87,True,61,2,民生关注|城市设施|宜昌身边事,weibo,https://weibo.com/1175605611/64be8db6,2026-06-13T12:00:00.000000,2026-06-11T22:15:09,111.3464,30.689,533192.94,3.396546e+06,宝塔河江段,沿江社区,0.33,Negative,0.25
e0934,规划范围,CBD,港窑路口新装的监控挺好的，给社区点赞,"港窑,点赞,新装,路口,社区",18,relevant,城市,中性,2,high,0.7,True,4,4,城市设施|民生关注,weibo,https://weibo.com/7884472902/83aabc4b,2026-06-13T12:00:00.000000,2026-06-12T01:51:14,111.3614,30.6569,534638.44,3.3929898e+06,合益路,社区,0.76,Positive,0.18
e0935,规划范围,白龙岗小区,夷陵大道保安比以前差远了，体验很不好,"差远了,夷陵,保安,大道,体验",18,relevant,社区,期待,1,high,0.89,True,13,4,宜昌|便民|生活服务|社区,xiaohongshu,https://www.xiaohongshu.com/explore/95c4630d310a99eea21e29ab,2026-06-13T12:00:00.000000,2026-04-22T16:05:43,111.3405,30.6945,532621.56,3.3971528e+06,大公桥社区,社区,0.04,Very Negative,0.18
e0936,规划范围,绿萝路,每次路过夷陵广场喷泉都闻到河道漂浮垃圾,"夷陵,喷泉,漂浮,闻到,垃圾",19,relevant,环境,怀念,5,high,0.86,True,249,22,周边环境,meituan,https://www.meituan.com/meishi/567848713/,2026-06-13T12:00:00.000000,2026-04-07T22:48:14,111.3155,30.718,530220.06,3.3997518e+06,白龙岗,社区,0.99,Very Positive,0.19
e0937,规划范围,夷陵大道,锦绣社区门口的公交车如果能改善一下就好了,"锦绣,公交车,社区,门口,改善",20,relevant,社区,怀念,1,low,0.82,True,18,2,社区|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/f1ad3131e72035f21e1ddc52,2026-06-13T12:00:00.000000,2026-04-04T17:53:52,111.297,30.7056,528447.8,3.3983732e+06,CBD中央商务区,核心商圈,0.91,Very Positive,0.2
e0938,规划范围,夷陵区,三峡大学图书馆的小区门口乱倒建筑垃圾问题，已经持续大半年了,"大半年,三峡,垃圾,图书馆,小区",29,relevant,环境,中性,5,low,0.83,True,26,3,宜昌|环境|生活,xiaohongshu,https://www.xiaohongshu.com/explore/c8dfaae0df022c68fdf9c5e9,2026-06-13T12:00:00.000000,2026-03-25T06:52:17,111.29,30.6942,527781.4,3.3971035e+06,滨江公园-双亭,沿江休闲,0.34,Negative,0.29
e0939,规划范围,沿江大道,东山大道垃圾清运不及时，大家有没有同感,"垃圾清运,同感,东山,大道,有没有",19,relevant,城市,怀念,1,high,0.76,True,7,5,宜昌|城市|生活,xiaohongshu,https://www.xiaohongshu.com/explore/ca271a36362f2f7cd813941d,2026-06-13T12:00:00.000000,2026-03-17T00:28:05,111.3597,30.6712,534467.9,3.3945788e+06,五一广场,核心商圈,0.01,Very Negative,0.19
e0940,规划范围,体育场路,关注夷陵广场开发商跑路了的最新进展,"夷陵,最新进展,广场,开发商,关注",17,relevant,城建,怀念,5,high,0.76,True,2,4,城建,dianping,https://www.dianping.com/review/26601802,2026-06-13T12:00:00.000000,2026-05-09T18:40:02,111.3367,30.6875,532256.06,3.3963798e+06,大公桥社区,社区,0.97,Very Positive,0.17
e0941,规划范围,发展大道,沿江大道的滨江的文化墙更新了，周末带娃去了,"带娃,滨江,沿江,周末,大道",21,relevant,城市,好奇,2,low,0.74,True,11,5,打卡|城市记忆,xiaohongshu,https://www.xiaohongshu.com/explore/3be2ebc0def6c6757e11ee53,2026-06-13T12:00:00.000000,2026-04-27T04:09:20,111.3884,30.6609,537227.6,3.3934468e+06,白沙路,社区,0.22,Negative,0.21
e0942,规划范围,东山公园,对比隔壁东山大道，我们夷陵大道中医院的公共厕所被占了,"大道,公共厕所,夷陵,中医院,东山",26,relevant,设施,期待,4,low,0.91,True,65,8,基础设施,meituan,https://www.meituan.com/meishi/761400072/,2026-06-13T12:00:00.000000,2026-04-10T06:48:59,111.3077,30.7042,529478.94,3.3982258e+06,胜利四路江口,沿江社区,0.26,Negative,0.26
e0943,规划范围,磨基山公园,滨江公园大门口的绿化终于没人管了,"没人管,滨江,绿化,大门口,公园",16,relevant,城市,中性,3,medium,0.96,True,9,4,城市生活|民生,xiaohongshu,https://www.xiaohongshu.com/explore/1fefbebe8ebd6b613a18b71f,2026-06-13T12:00:00.000000,2026-05-17T22:33:04,111.3424,30.698,532799.44,3.3975458e+06,大公桥社区,社区,0.45,Neutral,0.16
e0944,规划范围,发展大道,葛洲坝公园空气有异味，大家有没有同感,"同感,异味,葛洲坝,公园,有没有",18,relevant,环境,满足,1,low,0.82,True,4,1,环境,xiaohongshu,https://www.xiaohongshu.com/explore/0f43ddfd7cf86ae921f866dc,2026-06-13T12:00:00.000000,2026-04-16T20:02:57,111.3034,30.7171,529060.6,3.3996478e+06,锦绣社区,社区,0.5,Neutral,0.18
e0945,规划范围,珍珠路,对比前几年，国贸大厦渣土车半夜经过噪音大越来越严重了,"渣土,国贸,噪音,半夜,大厦",26,relevant,环境,喜爱,2,medium,0.91,True,17,5,周边环境,meituan,https://www.meituan.com/meishi/345880932/,2026-06-13T12:00:00.000000,2026-05-22T00:59:38,111.3143,30.7173,530104.25,3.3996732e+06,宜昌站,交通,0.43,Neutral,0.26
e0946,规划范围,均瑶广场,分享一下夷陵广场喷泉要进行老旧管网改造的最新消息,"夷陵,最新消息,老旧,喷泉,管网",24,relevant,规划,失望,4,low,0.8,True,21,4,规划,dianping,https://www.dianping.com/review/94300917,2026-06-13T12:00:00.000000,2026-03-16T20:13:55,111.3153,30.6917,530208.7,3.3968405e+06,沿江大道东段社区,社区,0.93,Very Positive,0.24
e0947,规划范围,绿萝路,夷陵区工地天天施工，噪音太大了，大家有没有同感,"夷陵区,同感,噪音,工地,施工",23,relevant,环境,怀念,3,low,0.7,True,3,5,周边|环境,dianping,https://www.dianping.com/review/36370088,2026-06-13T12:00:00.000000,2026-03-15T02:36:14,111.3261,30.7064,531236.8,3.3984708e+06,夷陵大道-港窑段,次级商圈,0.02,Very Negative,0.23
e0948,规划范围,葛洲坝,碧桂园公园壹号的空气有异味，谁能来管管,"壹号,管管,碧桂园,异味,公园",19,relevant,城市,好奇,4,low,0.82,True,7,2,城市|环境,xiaohongshu,https://www.xiaohongshu.com/explore/363c3e4972ee768894ea6aaf,2026-06-13T12:00:00.000000,2026-04-04T19:40:30,111.309,30.7064,529600.2,3.3984638e+06,CBD中央商务区,核心商圈,0.32,Negative,0.19
e0949,规划范围,云集路,珍珠路小学要建新的地铁站，有业主群吗求拉,"地铁站,建新,珍珠,业主,小学",20,relevant,城建,怀念,4,medium,0.88,True,58,8,规划|城建|宜昌|新鲜事,xiaohongshu,https://www.xiaohongshu.com/explore/aa45ca6e96ae51b0d4eff120,2026-06-13T12:00:00.000000,2026-03-19T14:00:32,111.308,30.6986,529504.7,3.3976018e+06,胜利四路社区,社区,0.94,Very Positive,0.2
e0950,规划范围,黄柏河,吐槽西陵一路的消防通道，需要增加,"吐槽,消防通道,西陵,一路,增加",16,relevant,城市,愤怒,5,medium,0.91,True,16,3,民生关注|城市设施,weibo,https://weibo.com/6797478881/808faf65,2026-06-13T12:00:00.000000,2026-04-17T13:22:52,111.3741,30.6654,535855.94,3.3939425e+06,胜利一路社区,社区,0.37,Negative,0.16
e0951,规划范围,CBD,长江瑞景的超市办事效率太低，大家有没有同感,"瑞景,办事效率,同感,太低,超市",21,relevant,社区,失望,4,medium,0.88,True,10,0,社区|宜昌|生活服务,xiaohongshu,https://www.xiaohongshu.com/explore/9626bd221d63605f7c3b8ded,2026-06-13T12:00:00.000000,2026-04-22T22:52:36,111.325,30.7096,531131.7,3.3988278e+06,三峡职业技术学院,教育,0.76,Positive,0.21
e0952,规划范围,CBD,CBD中央大街的停车位终于不够用了,"中央大街,CBD,停车位,不够,终于",17,relevant,设施,愤怒,5,high,0.94,True,6,4,公共设施,su12345,https://su12345.yichang.gov.cn/complaint/S2026667420,2026-06-13T12:00:00.000000,2026-04-01T08:39:13,111.2929,30.7034,528064.2,3.3981258e+06,均瑶广场,核心商圈,0.47,Neutral,0.17
e0953,规划范围,均瑶广场,东山大道门禁太旧了，打12345有用吗,"有用吗,12345,太旧,门禁,东山",19,relevant,城市,愤怒,3,low,0.97,True,4,5,民生关注|城市设施,weibo,https://weibo.com/4491168567/0146b9a6,2026-06-13T12:00:00.000000,2026-06-02T22:26:58,111.3301,30.7144,531617.44,3.399355e+06,水悦城,核心商圈,0.12,Very Negative,0.19
e0954,规划范围,西陵一路,云集路商场的绿化带被破坏了影响了周边居民生活,"绿化带,云集,商场,周边,破坏",22,relevant,环境,满足,2,medium,0.83,True,12,4,环境,xiaohongshu,https://www.xiaohongshu.com/explore/45fd77d4573e0626623fb2f7,2026-06-13T12:00:00.000000,2026-03-26T12:28:03,111.3544,30.6887,533953.0,3.3965098e+06,宝塔河江段,沿江社区,0.76,Positive,0.22
e0955,规划范围,葛洲坝,发展大道高速口规划方案公示了，大家这对我们有影响吗,"公示,大道,高速,规划,方案",25,relevant,民生,好奇,3,medium,0.74,True,4,3,民生实事|宜昌新闻,weibo,https://weibo.com/1786808284/aa19eca4,2026-06-13T12:00:00.000000,2026-05-24T15:38:24,111.3135,30.7025,530033.9,3.3980308e+06,沿江大道东段社区,社区,0.96,Very Positive,0.25
e0956,规划范围,东山大道,今天看到水悦城星巴克菜市场要搬迁的通告,"星巴克,水悦城,菜市场,通告,搬迁",19,relevant,规划,失望,4,medium,0.82,True,520,20,规划|宜昌,xiaohongshu,https://www.xiaohongshu.com/explore/4dedf50cc4be9b29a3f20b75,2026-06-13T12:00:00.000000,2026-04-18T18:33:00,111.2869,30.7339,527479.5,3.401508e+06,夜明珠,社区,0.92,Very Positive,0.19
e0957,规划范围,沿江大道,发展大道准备建垃圾中转站，对周边房价有影响吗,"中转站,垃圾,大道,周边,房价",22,relevant,本地新闻,愤怒,4,high,0.9,True,197,11,本地新闻,meituan,https://www.meituan.com/meishi/285661361/,2026-06-13T12:00:00.000000,2026-03-22T17:59:52,111.3064,30.704,529352.4,3.3982005e+06,万达广场,核心商圈,0.28,Negative,0.22
e0958,规划范围,均瑶广场,胜利四路那边公园要升级改造,"四路,公园,升级,那边,改造",13,relevant,城建,满足,4,high,0.74,True,8,5,规划|城建,dianping,https://www.dianping.com/review/92171704,2026-06-13T12:00:00.000000,2026-05-02T01:12:03,111.3181,30.7028,530469.44,3.3980688e+06,东山花园,社区,0.92,Very Positive,0.13
e0959,规划范围,伍家岗区,锦绣天下的河道漂浮垃圾，谁能来管管,"管管,锦绣,漂浮,垃圾,河道",17,relevant,城市,满足,2,medium,0.86,True,12,1,城市,xiaohongshu,https://www.xiaohongshu.com/explore/f23697af3501d8143e9267e6,2026-06-13T12:00:00.000000,2026-06-09T11:53:29,111.3062,30.6984,529335.2,3.397575e+06,胜利四路社区,社区,0.8,Positive,0.17
e0960,规划范围,猇亭区,儿童公园的书画展今年规模很大,"书画展,儿童公园,很大,规模,今年",14,relevant,城市,喜爱,4,high,0.73,True,8,1,城市记忆,xiaohongshu,https://www.xiaohongshu.com/explore/341daf5c25efdaeea7efbd3c,2026-06-13T12:00:00.000000,2026-03-20T04:24:40,111.3205,30.7067,530706.7,3.3985012e+06,港窑路片区,社区,0.96,Very Positive,0.14
e0961,规划范围,伍家岗区,冬天的沿江大道，老字号店铺值得打卡氛围很好,"打卡,老字号,店铺,沿江,氛围",21,relevant,城市,中性,4,medium,0.74,True,68,1,城市记忆|打卡宜昌|宜昌文化,weibo,https://weibo.com/7907722507/fa43fb68,2026-06-13T12:00:00.000000,2026-05-20T20:53:47,111.2966,30.7084,528408.8,3.3986822e+06,东门外,社区,0.99,Very Positive,0.21
e0962,规划范围,葛洲坝,城东大道BRT站的药店态度特别差,"BRT,药店,城东,大道,态度",16,relevant,民生,怀念,2,high,0.73,True,16,5,民生|生活便利|宜昌服务,weibo,https://weibo.com/6099094561/5e3b3e3b,2026-06-13T12:00:00.000000,2026-04-24T16:48:40,111.3153,30.7179,530200.9,3.399744e+06,运河公园,公园,0.13,Very Negative,0.16
